val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.032387342804870684,1207119.27961872,0.058486032783242964,1204506.158429232
0.01625736615769252,636447.8865128205,0.030405257622684045,546810.6054468777
0.025787020493455295,119720.32625393907,0.020727284202959304,361363.69690348586
0.01144901497148666,198624.66787065778,0.01615433133819038,296953.50235394307
0.01002945247724527,162364.99465031986,0.013966183256312553,251422.18322327596
0.008893900057848762,232850.11279816186,0.012857858828198336,184925.77849779578
0.008036878914767955,211092.34409133525,0.010970353473680878,180455.62019910532
0.010344519264244732,346641.9596658274,0.010190209080673874,215137.30900537252
0.007451935002126363,167414.37871884898,0.0092112034072715,199242.03355335264
0.0129015897361546,493825.14513160003,0.008313727380391406,207496.45890644455
