val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.06913431593331329,120141.0904938356,0.15626051816243555,133935.38649714107
0.018380674743618732,47120.44362838286,0.03834264323955211,87995.4253263544
0.013056405244586537,41362.25923036274,0.015909378791037147,77997.25338579962
0.011582473725930117,61099.114713530194,0.011122887099502016,52394.42259951051
0.006844553896015916,31533.876249939578,0.009601425573253393,56168.46641423307
0.009714119852914996,18912.906544353133,0.008059167747170425,62103.05563986717
0.006327069274623666,13664.250296480375,0.007872756789394171,53329.31004560283
0.006609792539553442,8512.368661928296,0.007156427620704568,57158.63266432499
0.0054181288180284596,52658.87386790493,0.006896280517866549,65973.67757318894
0.005209475921415596,52848.07194201629,0.006635170979690842,53443.37556480279
