loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.03389805445205181,1443687.5387862136,0.02708307348416003,1312892.2193352433
0.015940062591826062,674244.5413580409,0.014663812414708743,786124.8315908374
0.012498900988818968,598955.4413137072,0.009684058033976466,463741.38031337573
0.008706301816846231,529776.7902258114,0.006629897561858729,814511.9768921715
0.006218465223520086,485521.6780076199,0.005924647038547092,843827.7238742994
0.005075176184638471,442878.0103984073,0.004663143461152762,591140.3279984898
0.004111098921112421,329937.76817963674,0.009086093690906679,85189.28442607356
0.0038059882388430033,352757.6186659239,0.005389982382813624,557283.6018355251
0.003511395693610193,281365.0855328432,0.0030465371311832233,259516.16237525558
0.003175189732338595,273531.1835031968,0.004631379972769564,620709.8888587569
