val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.026484974855635345,2052891.4285714286,0.05341899059733503,1281049.6966153237
0.01808397046157292,459842.2641806723,0.030032969041669244,509596.92221974226
0.019194020584476095,240491.4574579832,0.020361951879711692,306778.0137801803
0.007998512310422017,403907.3697478992,0.017350708670176126,231692.00165059313
0.007379184034848664,405219.06512605044,0.0156562500091617,181530.4474865
0.0074456067121892915,381412.7757352941,0.01390417863774115,182641.02464362368
0.005967162886024022,388988.6045168067,0.013335218398115899,182149.5561350769
0.02860748118274853,1728925.5672268907,0.011232259075039318,184475.65352843876
0.0062057587568562075,746021.8844537815,0.010911868681783794,240138.6130171522
0.00494641436561316,435170.0362394958,0.009579179400354458,242714.57471751564
