val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.02737500726738397,170518.54404378938,0.04639953405188637,123649.44119271984
0.012509412625256707,163813.0896457704,0.025074681607510547,89470.39901908954
0.009810351289245262,64015.41141593356,0.016593657826513102,57026.87897149209
0.01021411839653464,49996.19112210314,0.014675200839620239,59344.59003552435
0.008259090927562543,63905.41541860885,0.012806872790962804,61302.1943887623
0.015412727965652441,165733.78351291688,0.011737763271865492,62485.15667188673
0.008412997989657046,118820.28122332918,0.011000841807658559,54028.77604069206
0.009079595186411082,51237.672627424996,0.01055170581833262,55838.742099330884
0.010268060247875563,139536.7386095063,0.009608606300324483,61904.60080319412
0.0064892635265944385,57864.168354451154,0.009188122792436427,55702.6547898804
