loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.030968345011563345,1060428.56241478,0.012560625744510594,1781991.1089341692
0.013845887400386213,509142.51318813884,0.013461089258003385,1085268.9980407523
0.011233847562255112,463554.6149386378,0.017513812890387254,628426.2153213166
0.007997939415752577,428277.81434210425,0.008550705881584962,553313.4661050157
0.006070673914206121,362333.52368448384,0.006772328382737491,530680.127547022
0.004914128023224241,353823.05960101186,0.004430244435179617,353608.97668495297
0.00419906179711775,298875.2692120047,0.0055002245211208875,324983.4158503135
0.003682091676118569,271269.32755021105,0.0028105183419856157,434500.1696708464
0.0032458962115452824,283916.76004802494,0.002436635341366817,599295.3501175549
0.002913083960547989,241038.16215462552,0.0031967788079292235,835246.9367163009
