val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.1623559296131134,76.7665023803711,0.26616800327985324,133984.14168312817
0.10389703512191772,34.31478500366211,0.14035511821203625,110412.5499648132
0.06795360147953033,81.65673065185547,0.09156458103833012,131700.71552633995
0.04696016013622284,64.56402587890625,0.06390456509684896,175056.84282437532
0.03399026393890381,28.441341400146484,0.04487113877402087,106114.06000215861
0.038544535636901855,84.99742889404297,0.03097155715950519,114897.6187071251
0.021820012480020523,30.140832901000977,0.026777896856190947,101511.04889496107
0.01996433176100254,26.740005493164062,0.01974744553375027,156195.98290697084
0.01300804316997528,26.27359962463379,0.017212041985805084,115966.67681470221
0.014517737552523613,24.94847869873047,0.01358568450463327,99168.89333614046
