val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.005045115092054468,138686.93150994222,0.01647378743028147,59429.51356267078
0.005818973237998178,108757.71339365214,0.008017695005592945,50689.266390397424
0.0038845431051772682,106868.33805117353,0.006264353750130981,44491.194390220546
0.007009373809516179,75729.01461432427,0.005851148450267664,42015.996820797875
0.005174418444372192,80578.34964520324,0.005382261130665344,42705.461742167034
0.003797022590585867,88985.50231079829,0.005151584145255406,46521.29911471067
0.003925242196476343,85625.77504634055,0.004834572522646702,33681.68077164664
0.004220402067793267,83550.9972503192,0.004745838003182793,40639.68541923711
0.005166319171514581,80736.31011656219,0.004630129413169824,35231.23413355369
0.0036853965181408645,68755.87621592674,0.004500707588292497,33189.8275659499
