val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.009591428187339246,148.59297718721277,0.031896292460317215,707640.1789311531
0.009660700163921388,123.9888991027319,0.015756365632532215,594626.1615816664
0.01829990603718437,128.53251615892938,0.010989017531480554,492988.97805287543
0.008426500593914706,92.15133013044085,0.00947721764454389,482663.53029652697
0.005272190286112683,72.75367663086963,0.007841359278279236,404424.8473901734
0.003863087182222795,75.77565547398159,0.006438935424627109,339691.9552540121
0.003711109853764417,75.73707724819664,0.006229487854642188,369261.77512860746
0.0038159752260705756,66.32514370188994,0.005226301549799861,293933.576674287
0.005377703788494613,63.81067388197955,0.005758275060927464,316469.8168698004
0.0032882257579911907,53.226027705088384,0.004832110881532486,296576.18711608805
