val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.048021047681319616,120892.6990196164,0.14295835556183062,323357.4216145839
0.021931145011502153,64306.237431918875,0.030326658199109884,177169.25250116378
0.009485235046438811,87071.41489532214,0.013654878489697877,120701.91077076501
0.008354411217845789,226759.6649115426,0.009666900768129781,143596.96076710863
0.010021646906222616,247760.9058806155,0.00801640790163044,132473.48773098827
0.006673993844100658,171387.21007726973,0.007443295568578238,80022.33050382326
0.005872921333374346,202130.380151941,0.00677384393651494,109401.10645400989
0.005045187733910915,98725.9269946443,0.006446195181250968,101476.81766697388
0.00593039086245063,60702.922146709025,0.00605973897483272,114109.92197221292
0.0044365382455915465,161511.93681463675,0.005727821121927233,107169.94730852779
