val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.015966763374463358,335979.0804989081,0.023416472085551955,302712.3710525013
0.00641016560352237,360696.6862182043,0.007628882634763261,131452.63501677467
0.004089391465301166,388592.31719355,0.004606765613044438,104747.71687338848
0.0035742872451807847,322927.8706411108,0.003935094143646556,89170.77567516839
0.0045528454994339315,253965.65202250276,0.003419186091252112,82991.4691320659
0.004424390442001827,382953.2399302509,0.0033368239813083987,55058.38283217772
0.0038614910052748477,334004.4007007245,0.0030943436544180044,63713.864933850775
0.0051162561464746644,379284.986598653,0.0030460324617340735,59512.33401851594
0.003869986769633559,355423.07038401364,0.002965834170998858,69050.71450565383
0.0037312713185591356,222737.97313258043,0.0029706288976821,53527.96056886812
