val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.005176151535246803,1157990.4342859092,0.016043916393399204,2287421.029852224
0.006765854314063527,820130.6785598883,0.00833599979653707,1370791.470114269
0.004402325171664232,784825.2040118049,0.0066783491065947305,1152232.3390045655
0.003573762591411712,886382.6142333215,0.006349155098698748,1029923.1882088319
0.004062997815081803,700051.1784964169,0.005619224440461044,957345.0575514708
0.005363009020905285,610377.8306518042,0.005370896194422927,975660.3126562933
0.0037723856023317123,850022.4006189939,0.005247846955415965,856264.7100719424
0.0034925761503488326,617290.3932663092,0.005064633415107923,855529.0302766649
0.004801383828979079,645404.9763079731,0.004868554740713308,825464.5894325885
0.003424173007727045,585161.1732916312,0.004930444017354673,823030.9422082526
