val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.11403865185605377,3519445.56092437,0.19309290373630572,1601588.5069396337
0.04552519897452923,1255172.256302521,0.07366037305598908,603712.2452400747
0.03218665670509599,401636.0005252101,0.03685762044319,504048.9627546523
0.024577018155270264,442385.6649159664,0.022840253412525345,398065.3920320795
0.012461044966485821,1134344.4894957982,0.016588454669895985,308400.8669070441
0.010321284065163937,897820.3665966387,0.012944532661549903,340550.5461076649
0.015585949973148458,1514854.1953781513,0.010944946336235196,344277.6640583318
0.03369698341654128,2346329.0777310925,0.009922519850608014,340459.1579506827
0.007265816458320918,899486.4663865546,0.009381566634263353,307057.1049184205
0.008435825073794156,1505963.2668067226,0.008216060041089698,319137.33699881117
