val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.01078188009020211,142.1460913395536,0.02813082904640861,1057039.9279747678
0.006705422534782818,76.07692153488381,0.009603504980058273,526876.6482777937
0.006928220987859843,61.34782880700153,0.005735720078795466,410241.1389006032
0.003809878985950912,64.96285395967787,0.004383874388090544,293216.8501091277
0.0029344866342464653,38.65297912376514,0.003857248325133874,249024.99507355154
0.002849798434940369,39.58457191025001,0.0036236362598025154,226143.34872467368
0.002594016082044961,53.11359623895175,0.0033121155608306168,259912.38258040784
0.0032310774590334165,85.56109984024711,0.003247266362224436,270459.1610927631
0.0036132484816176736,25.04318118993787,0.0031707564272586055,243982.47262049484
0.002548713881549412,27.21182456638502,0.0030642574061273756,227465.4119341643
