loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.026706106105103964,101966.47615888613,0.010840730252281085,60309.52006091102
0.013131891366254802,66724.90405326219,0.012138298917877472,24308.710151284427
0.01216565340045794,54383.79181491847,0.00815600650858576,88403.21332925053
0.010884103814637188,43468.241221699274,0.00794605789232557,79518.9734031548
0.011077661428054351,58628.582907356395,0.04268754810347396,145284.88930912342
0.009866233186254266,56742.597002923714,0.009351572227048672,35961.590679621295
0.008921077179094194,61745.61135968968,0.003497474842657477,83389.2960225768
0.008675745336846626,49435.27385863032,0.006726787551858668,45899.374815860036
0.008094078510138398,65555.98650627417,0.028653885348368498,16996.863397113346
0.007494505668169977,45436.59984923101,0.0034639451226566808,68631.24151507879
0.0070590081364988125,63158.662844355895,0.006276592849043466,33219.08368437169
0.006522168402132532,67674.3847977243,0.0037405653698843414,49485.94395110567
0.006055736363298245,57147.95448514857,0.0033681620922634157,46891.73496259269
0.0058788422779241425,58628.61041426408,0.010878802198222128,130920.63639598782
0.005563876964848117,51917.79099267531,0.004531634655796876,53197.87789244571
0.005106168037505529,67027.64518710041,0.010513370446229384,27852.333938857257
0.005095631390957786,50700.41002228185,0.003664107709112814,82733.38542563228
0.00473145787832892,58806.599470148125,0.0035639079840127695,84557.00637248412
0.0045236851785241255,55588.6094074942,0.0032534688174472018,43183.63822393902
0.004300680248546967,46772.57305595774,0.003231381077982359,32179.068246615134
0.004433246455792337,57546.5316449212,0.014727393291511778,31598.28042033567
0.004203327035070936,59704.539528741814,0.0043243700875190355,32569.87444033865
0.003970554613690785,56995.89508513131,0.0035696707476498717,40421.02414923199
0.003891664067304005,59879.086926493255,0.0035671133990004913,79863.5618089579
0.0038065856556243186,49094.001615067355,0.0036466911482482644,114388.96232786016
0.0036686808239777516,56197.64176258555,0.011551735954264463,31975.174020540915
0.0038461069445192473,53487.000639835234,0.0060567739972118605,18339.97512662209
0.003628556020212869,51826.62311538504,0.006274472172293118,115242.84225619042
0.003485534080462474,54717.625875488455,0.0035003523294955996,29309.6816054522
0.003405230334625097,54398.03898371684,0.00906516115923049,102810.49730203919
0.003528647453982871,53777.92278821775,0.00886254386692229,42106.25320279396
0.0035141325488506157,64866.68340407671,0.008609100544856767,60904.344842425846
0.0033732888614738067,54784.207760186844,0.007134877034794476,55532.8606701867
0.0033390012346975017,54673.08812785473,0.005399144396690999,118300.24764135329
0.0033058863157301283,49288.41705883871,0.013824262024866323,74226.25344072763
0.0034425035875587425,55207.003773353434,0.004992812398379132,55516.93426410222
0.0032176839307209225,48950.479602465166,0.0035752640658263434,62065.13158248643
0.003282780833442585,57451.104334071235,0.006139608021131006,47550.1406953456
0.0032477825948637237,56353.57077252431,0.004350178346227286,88660.42540055614
0.003194438857025359,50616.279883165706,0.005632249922570535,17655.12179513705
0.0031143727969981014,48460.93474970968,0.0030683445531117207,25842.850319038003
0.003217943537921292,50528.161326406895,0.004019587387536037,88451.775390625
0.0031462418369797556,56824.43384401938,0.005164065350920467,49395.73166565976
