val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.01002832519725264,1055635.905949213,0.02527955219331295,1050820.3854701463
0.007737320829120567,1072086.3155914613,0.011175881763111697,706254.1988318071
0.005066648552374896,986690.8772385,0.00785096525981285,645163.6520588709
0.0035095136491176877,927688.2557405708,0.006427690517803453,598251.3687884221
0.004253720289974608,856995.1314493135,0.005399534669672757,575032.8286768206
0.0029932591000441026,870182.5571386025,0.004612843801883571,506090.95691758423
0.0027369121549009378,825848.5445703615,0.004355147405609365,475538.2148920198
0.0026904816301632985,858519.1870906154,0.003950159915980869,475633.5623121925
0.0036144898262149014,531005.55331426,0.0036924018238089435,413992.4473585991
0.0026348364550346217,691925.167596211,0.0036226470600816906,435856.92365341337
