val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.023556024676152303,63.061797048531325,0.03874252659606228,100180.82245233527
0.011214679180114878,60.612689854384136,0.01965641956196622,26781.31753755168
0.012798840383521649,56.87116081173681,0.014484010273701964,22823.843157331998
0.008184007149847114,44.367721632415176,0.012617280587789178,20188.02143628303
0.008971585357347791,50.77752439782065,0.010900070644730461,20006.07981916057
0.009362889983344311,51.61133161913447,0.009663666591973106,18806.669152747003
0.008513356412888742,27.218926175969656,0.008643841866345018,17310.565775763655
0.0066676358692348,40.016910606405645,0.00770520038240846,19646.786213171836
0.008352504544878374,27.45389360807189,0.006613313272028836,19815.139155216108
0.00856471897548988,54.54832884844612,0.006230401164883818,18861.795213487196
