loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.0302896686714693,315149.5128760595,0.014624886066034562,710671.2909360613
0.013925709899032503,228442.6977174422,0.007902746789251305,368062.02300836256
0.00832691096031227,157641.2385900222,0.006608361080914987,205506.67046819415
0.006550142749181243,128177.54670413112,0.0060539070141165194,191200.349821267
0.005555188343213386,117062.41928362189,0.0044326012320190416,194323.1500865712
0.004929555405403411,114605.79386307337,0.004150608951664146,259271.32759030125
0.004443346100895937,99540.58280911174,0.00394049850135979,273349.7409779204
0.004102766642029494,99951.37794982539,0.0038975658943923583,178334.7789860413
0.003940276941104148,95012.2328452988,0.0038407133997832776,178542.159995055
0.0037854862562264765,82632.31967062726,0.003416643845809608,185499.18495764854
