val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.034538602566017824,194.907702918814,0.05428409435898148,242974.81199681293
0.016956811238612448,93.48457554408482,0.0286587897399528,157263.32703393494
0.013443735749030314,35.31927503056887,0.019421062284413627,94525.96203197105
0.010064903153654407,47.25240790743788,0.017128261338608102,73101.3133671248
0.008822654553947328,48.430851912298124,0.015519509121866337,78527.07796855351
0.0077538438642225345,33.726099030310365,0.01389827217348023,108770.52420702261
0.0068945494879569325,32.87288976717396,0.013016538817783911,78741.08479290547
0.006732795516639447,46.44968532914875,0.011656604309766809,88988.64628006429
0.010880584961601667,31.683697195614087,0.010235378737435132,89908.5864643952
0.004983511686857257,37.13838766402557,0.009505068556074204,96320.65545964413
