val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.00662724711313969,352427.445628639,0.01977076794819182,255742.89470568742
0.005124259294018525,166216.1983213665,0.006021600965550659,137111.05545710368
0.0031099317481882182,140145.52403583046,0.004244200523332479,98075.73419809052
0.0028299923375749787,172406.49917160164,0.003688791247113599,84705.65266822747
0.004482208160260895,211140.2385900161,0.0034322911701832578,64538.533084422896
0.0029947041424320023,143212.6365852356,0.003156529996656479,73382.5335476329
0.0030533455296599564,109281.03229910586,0.003060051919990356,68624.5956658976
0.0025624211138004765,158109.9598487726,0.0030027060978491875,74805.41397896636
0.002648257263036085,169181.00570120933,0.002898859312215652,66687.00060163708
0.003025925293674364,188219.875477318,0.0028497086298266993,74463.35755373475
