loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.03041058200671504,442251.47222882684,0.019736198077009895,205339.9769413835
0.011059066263264217,212285.14668349863,0.022439394556617333,316810.5371411857
0.007111871418333452,155759.3854673799,0.021389116327893937,320943.7514482918
0.006076549359796784,120708.71506895391,0.005231142857001494,177653.99185620324
0.004783276705087125,111537.88855659768,0.004073066471176127,138977.81725181968
0.0045004323801931196,97620.77576807588,0.0038282043789908036,51454.00679100166
0.004124047273195406,99383.80791601425,0.0035793926464235885,45037.40860418546
0.003927760558552862,83420.07532940664,0.009514399662108744,95904.62215190823
0.004002207625263259,75621.932981035,0.004115786679657334,80058.69437421378
0.0038048114963362186,85356.72249263112,0.012446031369016333,54168.10974715928
0.0038966182339385076,86341.83625962015,0.003066649968278105,43782.67344671993
0.0035496657436575986,93145.9813714618,0.011357596712344783,41766.757820000086
0.0036586464272138196,83113.42560841552,0.006880225550572751,169172.36169356006
0.003564337997983487,74749.07061745657,0.006189553248617104,160684.04570110774
0.003487643330375427,93689.77358449312,0.0035327900343148384,67405.8637817512
0.003470346233600705,82836.07974562148,0.00616083234958982,52195.927171804135
0.0033703859996217283,89256.67061805491,0.0035847088014233416,114720.05824590134
0.0033512880556061746,77109.14388350061,0.005568208157132238,121321.37683700303
0.0034078363741678825,82619.16013528172,0.003874201860310415,95521.84362844694
0.003280971641761401,78922.81740947196,0.0033457721938710597,56446.122008178194
0.0033071005062463668,74951.684180812,0.0037541915820437973,63626.5656191939
0.0032795673731217338,86025.5435262568,0.0068710391662257205,23263.910921517065
0.003324322440823396,82161.61879169087,0.004422189557325032,113846.20527972205
0.00324224592772614,76803.05834346295,0.005236776111552776,9442.694551209272
0.003246003315503248,76352.01592150694,0.0032301822882461347,81009.3429107666
0.0031930811041266704,74900.38535927056,0.003656125264400143,17819.520536487384
0.0031586815961078558,75987.42933780438,0.004113151920738362,47318.25273339223
0.00314963136117301,93462.97494409724,0.004243780330012915,48714.699646577996
0.0031391484048314765,79560.04069245273,0.003004172134165794,77252.67556529935
0.0031330238162508516,77289.47672951985,0.006234767909903648,9270.880466267214
0.003171929062145233,77339.521279474,0.005452550489897445,176872.52054117495
0.0031617343647306157,78651.23376257806,0.006211592231766652,11545.450242996216
0.0031671335319415836,64200.24552308031,0.004405929651742769,54962.348552315925
0.0031166447939559453,73952.48383657604,0.004866162172944869,87406.21987035719
0.0031150358794949148,79008.98482380496,0.0038544314368864742,99392.09363517114
0.0030383215464786263,73004.03657482108,0.004830211700903157,42339.69487736589
0.003079398051968405,78861.19482119023,0.005369252667336141,180153.62404929986
0.0030680502195482174,84797.9071196318,0.0041772973786850095,8972.563642307863
0.0030733779954982355,72836.27630562325,0.003655355857779919,116629.83157555532
0.0030890718884757787,78243.42944785193,0.003952569217752602,56626.59380987135
0.003051921002827859,74787.79772888692,0.004124127352073536,105201.10354122873
0.003061734701186099,81134.70419351321,0.005280489717625966,15015.341358508094
0.0030672624763338273,71998.56635682835,0.004797550557591653,48871.4424629858
0.0030195577147224934,77037.50094243156,0.004808684321657076,165665.2181293035
0.0030640495771239165,82496.86934309723,0.0052030193619430065,10666.862842268863
0.002997453439379262,59479.87740528794,0.004225208037296089,43627.67026991763
0.0030085471635603314,77056.82529696682,0.003961164306975522,34943.58897522749
0.0029818808653779933,78881.77878140083,0.004055969511805955,23823.307371883067
0.0029756528372285357,74195.89857114296,0.005321061704307795,6097.8244497008245
0.0029940625951542063,71404.35634661051,0.002713888745470825,26195.77597449998
0.0029534592988005683,75468.2724227471,0.004079568152457981,21545.724922050864
0.002994199762383966,68001.86356913684,0.003838663273569891,36377.00446571738
0.0029591381465868608,78759.37246047464,0.003000084882980939,25986.026580228645
0.002957678491532756,66026.45550026667,0.004926668535286592,6261.8811735702775
0.0029393667147715134,71384.2039036256,0.002841504965514197,39829.34745381242
0.0029356950063477057,64293.00765942559,0.003792406355772736,128421.2102455527
0.002955762367585208,75559.37177386855,0.0034209055297266125,22906.319658602697
0.002950843027777283,68631.3470918091,0.004191941786873139,22344.45313162723
0.002947000139623093,66671.72873597548,0.003543301690685547,116104.92150516833
0.0029021322343443286,81206.1489314786,0.003069365704905684,36164.33953644057
0.002921289470643462,85286.21025469441,0.003581007453218355,38497.75959409293
0.002880593835113366,71209.37261709542,0.002907834686654604,13677.034025774165
0.0028763536602438257,72308.61230955867,0.005417794573231269,11994.353490861795
0.0029537282115569704,81066.09694427774,0.0026809778103952186,25911.17641552424
0.0028730343869817457,70610.08922502414,0.0028258266353632434,35109.31089090897
0.0028518268783863394,79002.16258236425,0.00367056938298678,40796.61425360987
0.002871032812174545,71239.27929412997,0.0033522548343418008,63734.75592687575
0.0028628035727981875,76925.76327658647,0.00326959250526408,34223.50134471311
0.0028445978355882873,76829.79248409318,0.0032118553635111804,17255.727531756384
0.0028609113571440017,65985.42128674481,0.003379113759087809,21374.920178720506
0.0028164920776368417,65450.06522287468,0.0035419326662322727,20471.581456135897
0.0028794485205265678,69625.5091938567,0.003532736968659496,12458.255107944295
0.002783390939752113,71939.80622949156,0.0030870687263875696,82956.42020455054
0.0028447424205342428,82631.27200529464,0.003133585790993046,72652.95860717256
0.0028420720948062255,75849.82483534674,0.004735592752695084,6287.112563957602
0.00283246230615872,61440.17788628546,0.003409122870603608,80898.89393292443
0.0028079831464034462,72939.02101531238,0.003638703806199512,10141.994713734772
0.002830938528994582,77079.00720172386,0.0029359122825060356,50019.96082764965
0.0027864232245326387,66351.0901618222,0.0034409276667540355,14883.63582281339
0.002813066321486868,69571.77469694175,0.003816015383039238,23301.38352138713
0.0027977901235404883,72521.72763152272,0.0032673851523737788,100066.2299305544
0.0028190961945407083,71913.9695734783,0.0032785244175564435,46748.807933678065
0.002786515583008814,68078.19657070821,0.003193723452198556,65512.54659898402
0.002792755739155037,69379.09271988191,0.0036797144142437285,19911.997525489936
0.002827425548132144,65611.72580102457,0.0031587812749637387,31897.28600847923
0.002779730587844617,72541.63970985405,0.002619664591216182,16655.699952917585
0.0027684683252032034,71229.14385113081,0.0034038354050746913,13352.865375874406
0.0027793837197127454,70990.2690021589,0.00289385586235104,80174.62926715915
0.0027540199318256404,66170.12809279135,0.0031377952743195377,29349.352686348608
0.002755774890567922,75487.11209185478,0.004317358294028347,14917.895009186308
0.0027716262470760386,73952.61016891865,0.0032915394255986154,13926.907166270887
0.0027736941076009964,68778.84126062953,0.0028678012451441104,15994.670631796627
0.0027476647829055402,69750.275390064,0.0037589882247907633,20837.415692927472
0.0027843912281364093,70510.57045134528,0.002984602872471688,38603.30900062949
0.0027363454336722403,70575.96622451227,0.0032139405592392055,87729.4546353615
0.0027332454845772737,76754.1914209996,0.003700935250242888,94407.54293487032
0.002819277141569525,81853.64677609633,0.002930530836269007,43659.73096158949
0.00274266370665573,76377.64724981048,0.0034235557580714004,18639.965253571332
0.0027616195071216766,68167.37387588252,0.0032580245159945244,11430.932660474615
0.0027267835771174896,66318.95102867104,0.003197396130664116,20513.310945931127
0.0027027209895155112,68466.5173236291,0.0030851643611440214,13098.725706973319
0.002720038343633985,78869.18874987394,0.0025751650909561726,18072.102507251806
0.0027434620275309726,69356.89156975434,0.003079110073809654,26855.523098573845
0.0027145470387427667,67957.92516379515,0.0033132360372060943,26943.88930327205
0.0027164243480917653,81341.64041783453,0.003131497761834476,17714.02610242165
0.0027388213912903836,68232.122171296,0.003392348590827847,21813.688502295543
0.0027201164431106804,69246.24491174826,0.0032245370212121535,81211.1128666118
0.002696941579785385,73040.86966219141,0.003824563712765605,112102.49333009882
0.002718908163679182,70763.98389622613,0.0034266320980643316,83694.3468312409
0.002723975793329246,64613.24647141163,0.002928307990275197,28785.15111105321
