val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
0.008120970925738831,173.40147092162061,0.01783391179544743,1128070.5358195775
0.004521386326141968,105.41956624263474,0.008088144028995353,604203.5527500678
0.0031309748252368523,115.69944038711677,0.005956704917249919,547287.1213092866
0.004583293662069976,90.42121605111771,0.0048871387907947605,457981.2112686875
0.0028035588535096716,76.24671878333854,0.004417264593278605,452121.3623629462
0.0028297098553074257,82.40145976603532,0.003978440688725089,413741.4838507985
0.0027560516115778884,74.86478000929375,0.0037071315814417804,397732.0480464967
0.003586214835982488,94.26455682065307,0.003542131993777361,372256.64221716975
0.0027107468066627487,64.20545222178227,0.003272595766037043,360429.53066400846
0.0041397904836330095,113.1057255849117,0.00326749271356027,377490.0166825869
